ticker,name,sector,industry,mcap,exch
GLOO,Gloo Holdings Inc. Class A,Technology,EDP Services,242226438.0,
GLPI,Gaming and Leisure Properties Inc.,Real Estate,Other Specialized REITs,12584672256.0,NMS
GLW,Corning Incorporated,Information Technology,Electronic Components,164287152128.0,NYQ
GM,General Motors Company,Consumer Discretionary,Automobile Manufacturers,70194634752.0,NYQ
GME,GameStop Corporation,Consumer Discretionary,Computer & Electronics Retail,9727626240.0,NYQ
GMED,Globus Medical Inc. Class A,Health Care,Health Care Equipment,10603013120.0,NYQ
GNC.L,Greencore Group plc,Consumer Defensive,Packaged Foods,2336649584.0,LSE
GNL,Global Net Lease Inc.,Real Estate,Diversified REITs,1922218261.0,
GNRC,Generac Holdlings Inc.,Industrials,Heavy Electrical Equipment,13771739136.0,NYQ
GNS.L,Genus plc,Healthcare,Biotechnology,1944805458.0,LSE
GNW,Genworth Financial Inc,Financials,Multi-line Insurance,3523685120.0,NYQ
GO,Grocery Outlet Holding Corp.,Consumer Staples,Food Retail,987248267.0,
GOGO,Gogo Inc.,Consumer Discretionary,Telecommunications Equipment,490915838.0,
GOLF,Acushnet Holdings Corp.,Consumer Discretionary,Leisure Products,6481348096.0,NYQ
GOOG,Alphabet Inc. Class C Capital Stock,Communication Services,Interactive Media & Services,4332279300096.0,NMS
GOOGL,Alphabet Inc. Class A,Communication Services,Interactive Media & Services,4358514933760.0,NMS
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,17476519936.0,NYQ
GPE.L,Great Portland Estates Plc,Real Estate,REIT - Office,1840991496.0,LSE
GPI,Group 1 Automotive Inc.,Consumer Discretionary,Automotive Retail,3568030208.0,NYQ
GPK,Graphic Packaging Holding Company,Materials,Paper & Plastic Packaging Products & Materials,3041722368.0,NYQ
GPN,Global Payments Inc.,Financials,Transaction & Payment Processing Services,20800249856.0,NYQ
GRBK,Green Brick Partners Inc.,Consumer Discretionary,Homebuilding,3177164800.0,NYQ
GRF.MC,"Grifols, S.A.",Healthcare,Drug Manufacturers - General,7111042305.0,BME
GRG.L,Greggs plc,Consumer Cyclical,Restaurants,2160226831.0,LSE
GRI.L,Grainger plc,Real Estate,Real Estate Services,1744597188.0,LSE
GRMN,Garmin Ltd. Common Stock (Switzerland),Consumer Discretionary,Consumer Electronics,46885273600.0,NYQ
GROW.L,Molten Ventures Plc,,,1383709096.0,LSE
GRRR,Gorilla Technology Group Inc. Ordinary shares,Technology,Computer Software: Prepackaged Software,498246658.0,
GRVY,GRAVITY Co. Ltd. American Depository Shares,Consumer Discretionary,Business Services,443339820.0,
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,311285940224.0,NYQ
GSCT.L,The Global Smaller Companies Trust Ord,,,1081332036.0,LSE
GSHD,Goosehead Insurance Inc. Class A,Financials,Insurance Brokers,1906348131.0,
GSK.L,GSK plc,Healthcare,Drug Manufacturers - General,105535345745.0,LSE
GT,The Goodyear Tire & Rubber Company,Consumer Discretionary,Tires & Rubber,1957457077.0,
GTEN,Gores Holdings X Inc. Class A ordinary shares,,,0.0,
GTES,Gates Industrial Corporation plc,Industrials,Industrial Machinery & Supplies & Components,6690358272.0,NYQ
GTLS,Chart Industries Inc.,Industrials,Industrial Machinery & Supplies & Components,10046282752.0,NYQ
GTM,ZoomInfo Technologies Inc,Communication Services,Interactive Media & Services,860576659.0,
GTY,Getty Realty Corporation,Real Estate,REIT - Retail,2078251648.0,NYQ
GVA,Granite Construction Incorporated,Industrials,Construction & Engineering,5357220864.0,NYQ
GWRE,Guidewire Software Inc.,Information Technology,Application Software,11333689344.0,NYQ
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,64953921536.0,NYQ
GXO,GXO Logistics Inc.,Industrials,Air Freight & Logistics,5822609408.0,NYQ
H,Hyatt Hotels Corporation Class A,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",17998049280.0,NYQ
H.TO,Hydro One Limited,Utilities,Utilities - Regulated Electric,25057384978.0,TSX
HAE,Haemonetics Corporation,Health Care,Health Care Supplies,3462529536.0,NYQ
HAFC,Hanmi Financial Corporation,Financials,Regional Banks,954014242.0,
HAIN,Hain Celestial Group Inc. (The),Consumer Staples,Packaged Foods,51038345.0,
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,28729327616.0,NYQ
HALO,Halozyme Therapeutics Inc.,Health Care,Biotechnology,9038310400.0,NMS
HANA.L,Hansa Investment Company Limited,Financial Services,Asset Management,841681095.0,LSE
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,11172104192.0,NMS
HAS.L,Hays plc,Industrials,Staffing & Employment Services,1120811690.0,LSE
HASI,HA Sustainable Infrastructure Capital Inc.,Financials,Specialized Finance,4833436160.0,NYQ
HAYW,Hayward Holdings Inc.,Industrials,Electrical Components & Equipment,3454050816.0,NYQ
HBAN,Huntington Bancshares Incorporated,Financials,Regional Banks,36224827392.0,NMS
HBR.L,Harbour Energy plc,Energy,Oil & Gas E&P,4773102613.0,LSE
HCA,HCA Healthcare Inc.,Health Care,Health Care Facilities,90197843968.0,NYQ
HCC,Warrior Met Coal Inc.,Materials,Steel,4228909056.0,NYQ
HCI,HCI Group Inc.,Financials,Property & Casualty Insurance,2330854144.0,NYQ
HCSG,Healthcare Services Group Inc.,Industrials,Environmental & Facilities Services,1633069593.0,
HD,Home Depot Inc. (The),Consumer Discretionary,Home Improvement Retail,342310125568.0,NYQ
HE,Hawaiian Electric Industries Inc.,Utilities,Electric Utilities,2342665216.0,NYQ
HEI.DE,Heidelberg Materials AG,Basic Materials,Building Materials,35020777820.0,XETR
HELE,Helen of Troy Limited,Consumer Discretionary,Home Furnishings,613512887.0,
HELP,Cybin Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,425830616.0,
HEN3.DE,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,34732380043.0,XETR
HER.MI,Hera S.p.A.,Utilities,Utilities - Diversified,6552883200.0,MIL
HFEL.L,Henderson Far East Income Limited,Financial Services,Asset Management,765024287.0,LSE
HFG.L,Hilton Food Group plc,Consumer Defensive,Packaged Foods,662793299.0,LSE
HFWA,Heritage Financial Corporation,Health Care,Regional Banks,1212657596.0,
HGT.L,HgCapital Trust Ord,,,2397989582.0,LSE
HGV,Hilton Grand Vacations Inc.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",3958749184.0,NYQ
HICL.L,HICL Infrastructure PLC Ord,,,3402129207.0,LSE
HIG,The Hartford Insurance Group Inc.,Financials,Property & Casualty Insurance,38043873280.0,NYQ
HII,Huntington Ingalls Industries Inc.,Industrials,Aerospace & Defense,11273098240.0,NYQ
HIK.L,Hikma Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic,4394922624.0,LSE
HILS.L,Hill & Smith PLC,Industrials,Engineering & Construction,3147299559.0,LSE
HIMS,Hims & Hers Health Inc. Class A,Health Care,Health Care Services,7957515776.0,NYQ
HIW,Highwoods Properties Inc.,Real Estate,Office REITs,3506529024.0,NYQ
HL,Hecla Mining Company,Materials,Silver,10610669568.0,NYQ
HLI,Houlihan Lokey Inc. Class A,Financials,Investment Banking & Brokerage,9345806336.0,NYQ
HLIT,Harmonic Inc.,Information Technology,Communications Equipment,1524374926.0,
HLMA.L,Halma plc,Industrials,Conglomerates,18700771843.0,LSE
HLN.L,Haleon plc,Healthcare,Drug Manufacturers - Specialty & Generic,43907482798.0,LSE
HLNE,Hamilton Lane Incorporated Class A,Financials,Asset Management & Custody Banks,4503237120.0,NMS
HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",76371476480.0,NYQ
HLX,Helix Energy Solutions Group Inc.,Energy,Oil & Gas Equipment & Services,1358069968.0,
HMN,Horace Mann Educators Corporati,Financial Services,Insurance - Property & Casualty,2121222912.0,NYQ
HMSO.L,Hammerson Plc,Real Estate,REIT - Retail,2643658712.0,LSE
HNI,HNI Corporation,Industrials,Office Services & Supplies,2876116992.0,NYQ
HNR1.DE,Hannover Rück SE,Financial Services,Insurance - Reinsurance,34771716173.0,XETR
HO.PA,Thales S.A.,Industrials,Aerospace & Defense,51748045713.0,PAR
HOC.L,Hochschild Mining plc,Basic Materials,Other Precious Metals & Mining,3036579907.0,LSE
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,2646445056.0,NYQ
HOMB,Home BancShares Inc.,Financials,Regional Banks,5784593408.0,NYQ
HON,Honeywell International Inc.,Industrials,Industrial Conglomerates,71735869440.0,NMS
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,100829552640.0,NMS
HOPE,Hope Bancorp Inc.,Financials,Regional Banks,1718154588.0,
HP,Helmerich & Payne Inc.,Energy,Oil & Gas Drilling,3330698752.0,NYQ
HPE,Hewlett Packard Enterprise Comp,Technology,Communication Equipment,64276840448.0,NYQ
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,0.0,
HPP,Hudson Pacific Properties Inc.,Finance,Real Estate,823393924.0,
HPQ,HP Inc.,Technology,Computer Hardware,22149738496.0,NYQ
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,Finance,Investment Managers,0.0,
HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,7913595392.0,NMS
HR,Healthcare Realty Trust Incorpo,Real Estate,REIT - Healthcare Facilities,7257058816.0,NYQ
HRB,H&R Block Inc.,Consumer Discretionary,Specialized Consumer Services,5018436608.0,NYQ
HRI.L,Herald Ord,,,757805753.0,LSE
HRL,Hormel Foods Corporation,Consumer Staples,Packaged Foods & Meats,13608528896.0,NYQ
HRMY,Harmony Biosciences Holdings Inc.,Health Care,Biotechnology,2132766208.0,NGM
HSBA.L,HSBC Holdings plc,Financial Services,Banks - Diversified,345043057056.0,LSE
HSIC,Henry Schein Inc.,Health Care,Health Care Distributors,9614574592.0,NMS
HSL.L,Henderson Smaller Companies Ord,,,693245065.0,LSE
HST,Host Hotels & Resorts Inc.,Real Estate,Hotel & Resort REITs,16081502208.0,NMS
HSTM,HealthStream Inc.,Health Care,Health Care Technology,820362479.0,
HSX.L,Hiscox Ltd,Financial Services,Insurance - Property & Casualty,8065981823.0,LSE
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,35225780224.0,NYQ
HTG.L,Hunting PLC,Energy,Oil & Gas Equipment & Services,898022386.0,LSE
HTH,Hilltop Holdings Inc.,Financials,Regional Banks,2241706496.0,NYQ
HTLD,Heartland Express Inc.,Industrials,Cargo Ground Transportation,1146847501.0,
HTO,H2O America,Utilities,Water Utilities,2571920128.0,NMS
HTT,High Templar Tech Limited American depositary shares each representing one Class A ordinary share,Finance,Finance: Consumer Services,419265461.0,
HTWS.L,Helios Towers plc,Communication Services,Telecom Services,2690351814.0,LSE
HTZ,Hertz Global Holdings Inc,Industrials,Passenger Ground Transportation,647317272.0,
HUBB,Hubbell Inc,Industrials,Industrial Machinery & Supplies & Components,25942140928.0,NYQ
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,2825292288.0,NMS
HUM,Humana Inc.,Healthcare,Healthcare Plans,47090524160.0,NYQ
HUT,Hut 8 Corp.,Finance,Finance: Consumer Services,11509369856.0,NMS
HVPE.L,HarbourVest Global Private Equity Ltd.,Financial Services,Asset Management,3147135766.0,LSE
HWDN.L,Howden Joinery Group Plc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5952652922.0,LSE
HWG.L,Harworth Group plc,Real Estate,Real Estate - Development,562465672.0,LSE
HWKN,Hawkins Inc.,Materials,Commodity Chemicals,2796440064.0,NMS
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,108369117184.0,NYQ
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,7478605312.0,NYQ
HZO,MarineMax Inc.  (FL),Consumer Discretionary,Specialty Stores,756887371.0,
IACO,Idea Acquisition Corp. Class A,Finance,Blank Checks,0.0,
IAD.L,Invesco Asia Dragon Trust Ord,,,1313897891.0,LSE
IAG.L,International Consolidated Airlines Group S.A.,Industrials,Airlines,26689433668.0,LSE
IAG.MC,International Consolidated Airlines Group S.A.,Industrials,Airlines,26695833266.0,BME
IART,Integra LifeSciences Holdings Corporation,Health Care,Health Care Equipment,1461803807.0,
IBE.MC,"Iberdrola, S.A.",Utilities,Utilities - Diversified,157754868067.0,BME
IBEX,IBEX Limited Common Shares,Technology,EDP Services,443045848.0,
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Capital Markets,159597543424.0,NMS
IBM,International Business Machines Corporation,Information Technology,IT Consulting & Other Services,270273413120.0,NYQ
IBP,Installed Building Products Inc.,Consumer Discretionary,Homebuilding,6065162240.0,NYQ
IBST.L,Ibstock plc,Basic Materials,Building Materials,513723088.0,LSE
ICE,Intercontinental Exchange Inc.,Financials,Financial Exchanges & Data,76491218944.0,NYQ
ICG.L,ICG plc,Financial Services,Asset Management,7431253566.0,LSE
ICGT.L,ICG Enterprise Trust Ord,,,1157145999.0,LSE
ICHR,Ichor Holdings,Information Technology,Semiconductor Materials & Equipment,3497165312.0,NMS
ICUI,ICU Medical Inc.,Health Care,Health Care Supplies,3859509248.0,NMS
IDCC,InterDigital Inc.,Information Technology,Communications Equipment,6845831168.0,NMS
IDR.MC,"Indra Sistemas, S.A.",Technology,Information Technology Services,9744137721.0,BME
IDXX,IDEXX Laboratories Inc.,Health Care,Health Care Equipment,44456091648.0,NMS
IEAG,Infinite Eagle Acquisition Corp. Class A,Finance,Blank Checks,0.0,
IEM.L,Impax Environmental Markets Ord,,,224550101.0,LSE
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,16443185152.0,NYQ
IFC.TO,Intact Financial Corporation,Financial Services,Insurance - Property & Casualty,37129845490.0,TSX
IFF,International Flavors & Fragrances Inc.,Materials,Specialty Chemicals,19793678336.0,NYQ
IFN,Aberdeen India Fund Inc.,Finance,Finance/Investors Services,0.0,
IFX.DE,Infineon Technologies AG,Technology,Semiconductors,96213525015.0,XETR
IG.MI,Italgas S.p.A.,Utilities,Utilities - Regulated Gas,11609933157.0,MIL
IGG.L,IG Group Holdings plc,Financial Services,Capital Markets,7885311483.0,LSE
IHG.L,InterContinental Hotels Group PLC,Consumer Cyclical,Lodging,23560187904.0,LSE
IHP.L,IntegraFin Holdings plc,Financial Services,Asset Management,1735537533.0,LSE
III.L,3i Group Ord,Financial Services,Asset Management,35752804426.0,LSE
IIIN,Insteel Industries Inc.,Industrials,Steel/Iron Ore,568811140.0,
IIPR,Innovative Industrial Properties Inc.,Real Estate,Industrial REITs,1854226847.0,
ILG,"ILG, Inc.",,,,
ILMN,Illumina Inc.,Health Care,Life Sciences Tools & Services,28777259008.0,NMS
IMB.L,Imperial Brands PLC,Consumer Defensive,Tobacco,28919166014.0,LSE
IMI.L,IMI plc,Industrials,Specialty Industrial Machinery,9379006610.0,LSE
IMO.TO,Imperial Oil Limited,Energy,Oil & Gas Integrated,58261859279.0,TSX
IMXI,International Money Express Inc.,Consumer Discretionary,Business Services,436370134.0,
INCH.L,Inchcape plc,Consumer Cyclical,Auto & Truck Dealerships,3737637817.0,LSE
INCR,Intercure Ltd.,Health Care,Biotechnology: Pharmaceutical Preparations,53040895.0,
INCY,Incyte Corporation,Healthcare,Biotechnology,23316576256.0,NMS
INDB,Independent Bank Corp.,Financials,Regional Banks,4038991104.0,NMS
INDP,Indaptus Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,350427312.0,
INDV,Indivior Pharmaceuticals Inc.,Health Care,Pharmaceuticals,4787285504.0,NMS
INF.L,Informa plc,Communication Services,Publishing,15162395399.0,LSE
INPP.L,International Public Partnerships Limited,Financial Services,Asset Management,3400344034.0,LSE
INSM,Insmed Incorporated,Health Care,Biotechnology: Pharmaceutical Preparations,25058750464.0,NMS
INSP,Inspire Medical Systems Inc.,Health Care,Health Care Equipment,1491368799.0,
INSW,"International Seaways, Inc.",Energy,Oil & Gas Midstream,4380175872.0,NYQ
INTC,Intel Corporation,Information Technology,Semiconductors,552055799808.0,NMS
INTU,Intuit Inc.,Information Technology,Application Software,75211726848.0,NMS
INVA,Innoviva Inc.,Health Care,Pharmaceuticals,1641506578.0,
INVH,Invitation Homes Inc.,Real Estate,Single-Family Residential REITs,17583642624.0,NYQ
INVP.L,Investec Group,Financial Services,Capital Markets,5287069494.0,LSE
INVX,Innovex International Inc.,Energy,Oil & Gas Equipment & Services,1778325308.0,
INW.MI,Infrastrutture Wireless Italiane S.p.A.,Real Estate,Real Estate Services,6446084917.0,MIL
IONQ,IonQ Inc.,Technology,EDP Services,15998350336.0,NYQ
IOSP,Innospec Inc.,Materials,Specialty Chemicals,2010386176.0,NMS
IP,International Paper Company,Materials,Paper & Plastic Packaging Products & Materials,20084578304.0,NYQ
IPAR,Interparfums Inc.,Consumer Staples,Household Products,3820035072.0,NMS
IPF.L,International Personal Finance plc,Financial Services,Credit Services,743532305.0,LSE
IPGP,IPG Photonics Corporation,Information Technology,Electronic Manufacturing Services,4572450816.0,NMS
IPO.L,IP Group Plc,Financial Services,Asset Management,771095235.0,LSE
IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,34690166784.0,NYQ
IR,Ingersoll Rand Inc.,Industrials,Industrial Machinery & Supplies & Components,30856908800.0,NYQ
IRDM,Iridium Communications Inc,Communication Services,Telecom Services,5304171008.0,NMS
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,Other Specialized REITs,36152221696.0,NYQ
IRT,Independence Realty Trust Inc.,Real Estate,Multi-Family Residential REITs,4045326848.0,NYQ
ISD,PGIM High Yield Bond Fund Inc.,Finance,Trusts Except Educational Religious and Charitable,0.0,
ISP.MI,Intesa Sanpaolo S.p.A.,Financial Services,Banks - Regional,128684111586.0,MIL
ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,144066363392.0,NMS
IT,Gartner Inc.,Information Technology,IT Consulting & Other Services,8920670208.0,NYQ
ITGR,Integer Holdings Corporation,Health Care,Health Care Equipment,3180889344.0,NYQ
ITH.L,Ithaca Energy plc,Energy,Oil & Gas E&P,5162571222.0,LSE
ITIC,Investors Title Company,Finance,Specialty Insurers,521086896.0,
ITRI,Itron Inc.,Information Technology,Electronic Equipment & Instruments,3773278464.0,NMS
ITRK.L,Intertek Group plc,Industrials,Specialty Business Services,12022904461.0,LSE
ITV.L,ITV plc,Communication Services,Broadcasting,3680014370.0,LSE
ITW,Illinois Tool Works Inc.,Industrials,Industrial Machinery & Supplies & Components,77336633344.0,NYQ
ITX.MC,"Industria de Diseño Textil, S.A.",Consumer Cyclical,Apparel Retail,193356457771.0,BME
IVG.MI,Iveco Group N.V.,Industrials,Farm & Heavy Construction Machinery,4254235100.0,MIL
IVZ,Invesco Ltd,Financial Services,Asset Management,12846736384.0,NYQ
IWG.L,International Workplace Group plc,Real Estate,Real Estate Services,2464730270.0,LSE
J,Jacobs Solutions Inc.,Industrials,Construction & Engineering,14858117120.0,NYQ
JACK,Jack In The Box Inc.,Consumer Discretionary,Restaurants,284006142.0,
JAM.L,JPMorgan American Ord,,,2725025951.0,LSE
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,15297954816.0,NMS
